Game Date,Player Name,Position,Team,Opponent,Period 1 - SOG,Period 2 - SOG,Period 3 - SOG,Total SOG,Period 1 - Blocked,Period 1 - Missed,Period 1 - Failed Shots,Period 2 - Blocked,Period 2 - Missed,Period 2 - Failed Shots,Period 3 - Blocked,Period 3 - Missed,Period 3 - Failed Shots,SUM of Failed Shots,SUM of Shot Attempts,Shot %,Failed Shot %
11/9/2024,Sam Lafferty,C,Buffalo Sabres,Calgary Flames,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,100
11/9/2024,Beck Malenstyn,LW,Buffalo Sabres,Calgary Flames,0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,100,0
11/9/2024,Ryan McLeod,C,Buffalo Sabres,Calgary Flames,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/9/2024,John-Jason Peterka,RW,Buffalo Sabres,Calgary Flames,0,0,0,0,2,0,2,0,1,1,0,0,0,3,3,0,100
11/9/2024,Owen Power,D,Buffalo Sabres,Calgary Flames,1,1,0,2,0,0,0,0,1,1,1,2,3,4,6,33.33333333,66.66666667
11/9/2024,Jack Quinn,RW,Buffalo Sabres,Calgary Flames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/9/2024,Mattias Samuelsson,D,Buffalo Sabres,Calgary Flames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/9/2024,Tage Thompson,C,Buffalo Sabres,Calgary Flames,2,1,0,3,0,0,0,3,0,3,0,0,0,3,6,50,50
11/9/2024,Alex Tuch,RW,Buffalo Sabres,Calgary Flames,1,0,1,2,0,0,0,0,0,0,1,0,1,1,3,66.66666667,33.33333333
11/9/2024,Jason Zucker,LW,Buffalo Sabres,Calgary Flames,0,0,0,0,0,1,1,0,1,1,1,1,2,4,4,0,100
,,,,,,,,,,,,,,,,,,,,,
11/11/2024,Nicolas Aube-Kubel,RW,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/11/2024,Zach Benson,LW,Buffalo Sabres,Montreal Canadiens,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,50,50
11/11/2024,Jacob Bryson,#N/A,Buffalo Sabres,Montreal Canadiens,1,0,0,1,1,0,1,0,1,1,1,0,1,3,4,25,75
11/11/2024,Bowen Byram,D,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/11/2024,Connor Clifton,D,Buffalo Sabres,Montreal Canadiens,0,1,0,1,1,0,1,3,0,3,0,0,0,4,5,20,80
11/11/2024,Dylan Cozens,C,Buffalo Sabres,Montreal Canadiens,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,100,0
11/11/2024,Rasmus Dahlin,D,Buffalo Sabres,Montreal Canadiens,1,1,1,3,0,0,0,1,1,2,0,1,1,3,6,50,50
11/11/2024,Jordan Greenway,LW,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,100
11/11/2024,Henri Jokiharju,D,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/11/2024,Peyton Krebs,C,Buffalo Sabres,Montreal Canadiens,0,1,1,2,0,0,0,1,0,1,0,0,0,1,3,66.66666667,33.33333333
11/11/2024,Jiri Kulich,C,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/11/2024,Sam Lafferty,C,Buffalo Sabres,Montreal Canadiens,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/11/2024,Beck Malenstyn,LW,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,100
11/11/2024,Ryan McLeod,C,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2,0,100
11/11/2024,John-Jason Peterka,RW,Buffalo Sabres,Montreal Canadiens,0,1,2,3,1,0,1,1,1,2,1,1,2,5,8,37.5,62.5
11/11/2024,Owen Power,D,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,100
11/11/2024,Jack Quinn,RW,Buffalo Sabres,Montreal Canadiens,0,0,1,1,0,2,2,0,0,0,1,0,1,3,4,25,75
11/11/2024,Mattias Samuelsson,D,Buffalo Sabres,Montreal Canadiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/11/2024,Tage Thompson,C,Buffalo Sabres,Montreal Canadiens,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,50,50
11/11/2024,Alex Tuch,RW,Buffalo Sabres,Montreal Canadiens,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/11/2024,Jason Zucker,LW,Buffalo Sabres,Montreal Canadiens,1,0,0,1,0,0,0,0,1,1,0,0,0,1,2,50,50
,,,,,,,,,,,,,,,,,,,,,
11/14/2024,Nicolas Aube-Kubel,RW,Buffalo Sabres,St. Louis Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/14/2024,Zach Benson,LW,Buffalo Sabres,St. Louis Blues,3,0,1,4,0,0,0,0,1,1,0,0,0,1,5,80,20
11/14/2024,Jacob Bryson,#N/A,Buffalo Sabres,St. Louis Blues,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/14/2024,Bowen Byram,D,Buffalo Sabres,St. Louis Blues,0,2,0,2,0,0,0,0,0,0,1,1,2,2,4,50,50
11/14/2024,Connor Clifton,D,Buffalo Sabres,St. Louis Blues,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/14/2024,Dylan Cozens,C,Buffalo Sabres,St. Louis Blues,3,1,0,4,0,0,0,0,1,1,0,0,0,1,5,80,20
11/14/2024,Rasmus Dahlin,D,Buffalo Sabres,St. Louis Blues,2,0,1,3,2,0,2,0,0,0,1,0,1,3,6,50,50
11/14/2024,Jordan Greenway,LW,Buffalo Sabres,St. Louis Blues,0,1,0,1,1,0,1,0,0,0,0,0,0,1,2,50,50
11/14/2024,Henri Jokiharju,D,Buffalo Sabres,St. Louis Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/14/2024,Peyton Krebs,C,Buffalo Sabres,St. Louis Blues,1,0,0,1,0,1,1,1,0,1,1,1,2,4,5,20,80
11/14/2024,Jiri Kulich,C,Buffalo Sabres,St. Louis Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/14/2024,Sam Lafferty,C,Buffalo Sabres,St. Louis Blues,1,1,0,2,1,0,1,0,0,0,0,0,0,1,3,66.66666667,33.33333333
11/14/2024,Beck Malenstyn,LW,Buffalo Sabres,St. Louis Blues,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/14/2024,Ryan McLeod,C,Buffalo Sabres,St. Louis Blues,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,100
11/14/2024,John-Jason Peterka,RW,Buffalo Sabres,St. Louis Blues,1,0,0,1,2,0,2,1,1,2,1,0,1,5,6,16.66666667,83.33333333
11/14/2024,Owen Power,D,Buffalo Sabres,St. Louis Blues,2,0,0,2,1,0,1,0,0,0,0,0,0,1,3,66.66666667,33.33333333
11/14/2024,Jack Quinn,RW,Buffalo Sabres,St. Louis Blues,0,1,2,3,0,1,1,0,0,0,3,1,4,5,8,37.5,62.5
11/14/2024,Mattias Samuelsson,D,Buffalo Sabres,St. Louis Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/14/2024,Tage Thompson,C,Buffalo Sabres,St. Louis Blues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/14/2024,Alex Tuch,RW,Buffalo Sabres,St. Louis Blues,0,3,1,4,1,0,1,0,0,0,0,0,0,1,5,80,20
11/14/2024,Jason Zucker,LW,Buffalo Sabres,St. Louis Blues,2,0,0,2,0,0,0,1,1,2,0,0,0,2,4,50,50
,,,,,,,,,,,,,,,,,,,,,
11/16/2024,Nicolas Aube-Kubel,RW,Buffalo Sabres,Philadelphia Flyers,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/16/2024,Zach Benson,LW,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,0,0,0,2,2,0,1,1,3,3,0,100
11/16/2024,Jacob Bryson,#N/A,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,1,0,1,1,0,1,0,1,1,3,3,0,100
11/16/2024,Bowen Byram,D,Buffalo Sabres,Philadelphia Flyers,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/16/2024,Connor Clifton,D,Buffalo Sabres,Philadelphia Flyers,0,1,0,1,2,0,2,0,0,0,0,1,1,3,4,25,75
11/16/2024,Dylan Cozens,C,Buffalo Sabres,Philadelphia Flyers,0,3,0,3,0,0,0,2,0,2,0,0,0,2,5,60,40
11/16/2024,Rasmus Dahlin,D,Buffalo Sabres,Philadelphia Flyers,0,2,3,5,0,0,0,1,0,1,1,0,1,2,7,71.42857143,28.57142857
11/16/2024,Jordan Greenway,LW,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/16/2024,Henri Jokiharju,D,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/16/2024,Peyton Krebs,C,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,0,100
11/16/2024,Jiri Kulich,C,Buffalo Sabres,Philadelphia Flyers,1,1,0,2,0,0,0,2,0,2,0,0,0,2,4,50,50
11/16/2024,Sam Lafferty,C,Buffalo Sabres,Philadelphia Flyers,1,1,0,2,0,0,0,1,0,1,0,0,0,1,3,66.66666667,33.33333333
11/16/2024,Beck Malenstyn,LW,Buffalo Sabres,Philadelphia Flyers,0,1,0,1,1,0,1,0,0,0,0,0,0,1,2,50,50
11/16/2024,Ryan McLeod,C,Buffalo Sabres,Philadelphia Flyers,1,0,1,2,0,0,0,1,0,1,0,0,0,1,3,66.66666667,33.33333333
11/16/2024,John-Jason Peterka,RW,Buffalo Sabres,Philadelphia Flyers,2,0,2,4,0,0,0,0,0,0,6,1,7,7,11,36.36363636,63.63636364
11/16/2024,Owen Power,D,Buffalo Sabres,Philadelphia Flyers,1,0,0,1,0,0,0,2,0,2,0,0,0,2,3,33.33333333,66.66666667
11/16/2024,Jack Quinn,RW,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,100
11/16/2024,Mattias Samuelsson,D,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/16/2024,Tage Thompson,C,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/16/2024,Alex Tuch,RW,Buffalo Sabres,Philadelphia Flyers,0,0,0,0,0,2,2,0,0,0,1,2,3,5,5,0,100
11/16/2024,Jason Zucker,LW,Buffalo Sabres,Philadelphia Flyers,0,2,0,2,0,0,0,0,1,1,1,0,1,2,4,50,50
,,,,,,,,,,,,,,,,,,,,,
11/20/2024,Nicolas Aube-Kubel,RW,Buffalo Sabres,Los Angeles Kings,0,0,0,0,3,0,3,0,1,1,0,0,0,4,4,0,100
11/20/2024,Zach Benson,LW,Buffalo Sabres,Los Angeles Kings,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,100,0
11/20/2024,Jacob Bryson,#N/A,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/20/2024,Bowen Byram,D,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,100
11/20/2024,Connor Clifton,D,Buffalo Sabres,Los Angeles Kings,0,0,1,1,0,0,0,2,0,2,0,0,0,2,3,33.33333333,66.66666667
11/20/2024,Dylan Cozens,C,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,0,0,1,0,1,1,0,1,2,2,0,100
11/20/2024,Rasmus Dahlin,D,Buffalo Sabres,Los Angeles Kings,0,0,1,1,1,0,1,1,0,1,1,0,1,3,4,25,75
11/20/2024,Jordan Greenway,LW,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/20/2024,Henri Jokiharju,D,Buffalo Sabres,Los Angeles Kings,1,1,0,2,0,1,1,0,0,0,0,0,0,1,3,66.66666667,33.33333333
11/20/2024,Peyton Krebs,C,Buffalo Sabres,Los Angeles Kings,0,0,0,0,2,1,3,0,0,0,0,0,0,3,3,0,100
11/20/2024,Jiri Kulich,C,Buffalo Sabres,Los Angeles Kings,2,0,0,2,1,0,1,0,0,0,0,0,0,1,3,66.66666667,33.33333333
11/20/2024,Sam Lafferty,C,Buffalo Sabres,Los Angeles Kings,1,0,0,1,0,1,1,0,0,0,1,0,1,2,3,33.33333333,66.66666667
11/20/2024,Beck Malenstyn,LW,Buffalo Sabres,Los Angeles Kings,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,50,50
11/20/2024,Ryan McLeod,C,Buffalo Sabres,Los Angeles Kings,1,1,1,3,1,0,1,1,0,1,0,0,0,2,5,60,40
11/20/2024,John-Jason Peterka,RW,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,1,1,0,0,0,0,1,1,2,2,0,100
11/20/2024,Owen Power,D,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,100
11/20/2024,Jack Quinn,RW,Buffalo Sabres,Los Angeles Kings,0,0,2,2,1,0,1,0,0,0,0,1,1,2,4,50,50
11/20/2024,Mattias Samuelsson,D,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/20/2024,Tage Thompson,C,Buffalo Sabres,Los Angeles Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!
11/20/2024,Alex Tuch,RW,Buffalo Sabres,Los Angeles Kings,1,1,0,2,1,2,3,0,1,1,0,1,1,5,7,28.57142857,71.42857143
11/20/2024,Jason Zucker,LW,Buffalo Sabres,Los Angeles Kings,1,0,2,3,0,1,1,0,0,0,0,0,0,1,4,75,25
,,,,,,,,,,,,,,,,,,,,,
11/22/2024,Nicolas Aube-Kubel,RW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Zach Benson,LW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Jacob Bryson,#N/A,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Bowen Byram,D,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Connor Clifton,D,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Dylan Cozens,C,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Rasmus Dahlin,D,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Jordan Greenway,LW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Henri Jokiharju,D,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Peyton Krebs,C,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Jiri Kulich,C,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Sam Lafferty,C,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Beck Malenstyn,LW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Ryan McLeod,C,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,John-Jason Peterka,RW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Owen Power,D,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Jack Quinn,RW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Mattias Samuelsson,D,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Tage Thompson,C,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Alex Tuch,RW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
11/22/2024,Jason Zucker,LW,Buffalo Sabres,Anaheim Ducks,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
11/23/2024,Nicolas Aube-Kubel,RW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Zach Benson,LW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Jacob Bryson,#N/A,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Bowen Byram,D,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Connor Clifton,D,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Dylan Cozens,C,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Rasmus Dahlin,D,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Jordan Greenway,LW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Henri Jokiharju,D,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Peyton Krebs,C,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Jiri Kulich,C,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Sam Lafferty,C,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Beck Malenstyn,LW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Ryan McLeod,C,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,John-Jason Peterka,RW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Owen Power,D,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Jack Quinn,RW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Mattias Samuelsson,D,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Tage Thompson,C,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Alex Tuch,RW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
11/23/2024,Jason Zucker,LW,Buffalo Sabres,San Jose Sharks,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
